"tau","random_walk","quantile_reg","quantile_rf","qbart"
0.05,0.0578202850210879,0.0527935345197872,0.051390392528441,0.0612152455141399
0.5,0.145722930855636,0.144438870409585,0.145867397822452,0.146509277379266
0.95,0.0520787978141325,0.0508964125555855,0.0486406482189328,0.0537874149151255
