"tau","random_walk","quantile_reg","quantile_rf","qbart_raw","qbart_calibrated"
0.05,0.0554775318806163,0.0485313249596593,0.047210882283305,0.0725529105219262,0.057303391858825
0.5,0.146421695475696,0.148437097786994,0.146343249149648,0.172716240307981,0.173166703915287
0.95,0.0496086922234768,0.0455054765792515,0.0445929409376618,0.0641621122380894,0.0521218581957554
