"tau","random_walk","quantile_reg","quantile_rf","qbart"
0.05,0.111756168359942,0.0914368650217707,0.0885341074020319,0.126269956458636
0.5,0.522496371552975,0.486937590711176,0.497822931785196,0.498548621190131
0.95,0.89477503628447,0.891872278664732,0.922351233671988,0.892597968069666
