"tau","random_walk","quantile_reg","quantile_rf","qbart_raw","qbart_calibrated"
0.05,0.0870519385515728,0.0643745427944404,0.0592538405267008,0.162399414776884,0.0453547915142648
0.5,0.530358449158742,0.50256035113387,0.524506217995611,0.512070226773958,0.50256035113387
0.95,0.922457937088515,0.936356986100951,0.945135332845647,0.844184345281639,0.949524506217996
