"tau","random_walk","quantile_reg","quantile_rf","bart"
0.01,0.019463207945296,0.0184012604685855,0.0168976039939903,0.055702409841654
0.05,0.0578202850210879,0.0527439460386493,0.0505251798903651,0.0827649341807918
0.1,NA,NA,NA,NA
0.5,0.145722930855636,0.144409330963121,0.145861306361076,0.153462419721368
0.9,0.0814631542256293,0.0776050037810524,0.0748330332192,0.0976071015229893
0.95,NA,NA,NA,NA
0.99,0.0176080972760997,0.0176986251915943,0.0168894405522198,0.048920621626785
