"tau","random_walk","quantile_reg","quantile_rf","qbart_raw","qbart_calibrated"
0.05,1,0.874792430638322,0.850991035161757,1.3077890825795,1.03291170166218
0.5,1,1.01376436944505,0.999464243834949,1.17958093400612,1.18265741530107
0.95,1,0.917288373058876,0.898893700659956,1.29336431504891,1.05065979084789
