"tau","random_walk","quantile_reg","quantile_rf","bart"
0.01,1,0.945438209379704,0.868181855811402,2.86193365442188
0.05,1,0.912204877914607,0.873831387582019,1.43141691796583
0.1,NA,NA,NA,NA
0.5,1,0.990985633593822,1.00094957948366,1.05311098823149
0.9,1,0.952639319195879,0.918612026879468,1.19817483684275
0.95,NA,NA,NA,NA
0.99,1,1.00514126620697,0.959186008992845,2.7783025536318
